activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025010400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Male,3,0,2,1,2,2,2,1,2,35000.0,203.63,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,135000,1,3,3,5,1,NA,87,50%-60%,1,10,1,,,,,5,,,,,2,4,1,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,5,,,,,3,,,,7641,93.5100000000000051,48200,63,890,1815,33
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,65000.0,76.58,7.75,2.43,2,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,365000,1,1,3,5,1,NA,123,30%-<36%,9,1,11,,,,,11,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,5,,,,,10,,,,6653,66.7099999999999937,48200,166,1328,1903,28
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,55000.0,77.82,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,255000,1,1,3,5,1,NA,100,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,5,,,,,3,,,,6653,66.7099999999999937,48200,166,1328,1903,28
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025012200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,2,2,2,1,2,35000.0,14.0,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,255000,1,1,3,5,1,NA,68,30%-<36%,9,1,1,11,,,,1,11,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,5,,,,,3,,,,7661,98.4500000000000028,48200,79,1085,1821,28
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025011600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Free Form Text Only,Female,3,0,2,1,4,1,2,1,2,55000.0,16.13,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,315000,1,1,3,5,1,NA,2,>60%,1,10,1,,,,,5,,,,,2,4,,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,5,,,,,1,,,,5967,90.4000000000000057,48200,58,512,1821,57
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025010400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,4,2,2,1,2,25000.0,68.45,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,155000,1,3,3,5,1,NA,81,50%-60%,1,9,11,,,,,11,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,5,,,,,3,9,4,1,7641,93.5100000000000051,48200,63,890,1815,33
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025012200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Free Form Text Only,Joint,3,0,2,1,4,2,2,1,2,25000.0,76.11,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,225000,1,1,3,5,1,NA,86,37,1,9,1,11,,,,1,11,,,,2,2,,,,,,,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,5,,,,,3,4,,,7661,98.4500000000000028,48200,79,1085,1821,28
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025011900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,31,1,2,1,2,135000.0,47.14,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,285000,1,1,3,5,1,NA,18,>60%,1,10,2,,,,,5,,,,,2,4,2,27,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,5,,,,,9,1,,,11459,98.730000000000004,48200,102,1583,2761,13
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025012301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,55000.0,75.18,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,165000,1,1,3,5,1,NA,37,>60%,9,1,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,5,,,,,3,1,6,,5386,81.0100000000000051,48200,95,271,1016,14
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025011000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,35000.0,10.0,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,305000,1,1,3,5,1,NA,150,<20%,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,5,,,,,3,,,,12677,80.1500000000000057,48200,175,2613,3960,18
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025012301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,105000.0,71.43,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,145000,1,1,3,5,1,NA,123,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,5,,,,,4,,,,5386,81.0100000000000051,48200,95,271,1016,14
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025011900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,25000.0,61.14,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,245000,1,1,3,5,1,NA,31,>60%,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,5,,,,,3,1,,,11459,98.730000000000004,48200,102,1583,2761,13
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,4,0,2,1,4,2,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,361,36,NA,2,2,2,2,NA,1,1,3,5,1,NA,155,NA,9,9,1,11,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,5,,,,,10,,,,6687,86.5,48200,118,1138,1856,39
2018,KB1H1DSPRFMYMCUFXT09,20940,CA,06025,06025011500,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,275000.0,NA,5.89,NA,3,NA,NA,NA,NA,NA,120,NA,NA,2,2,1,2,415000,1,3,3,5,5-24,0,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,8888,NA,NA,1,1,6,,,,,10,,,,6491,96.2900000000000063,48200,62,601,1613,47
