activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2020,549300TINI6CL78UD591,31084,CA,06037,06037237401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,2,2,2,31,1,1,1,2,105000.0,,3.942,,3,,,,,,,,,2,2,2,2,395000,1,1,3,5,1,,16.0,,9,9,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,3580,99.86000000000001,77300,64,477,1013,76
2020,5493007BX4I89K17ZM64,31084,CA,06037,06037460700,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,9,2,1,32,1,1,2,2,1105000.0,,4.334,,3,,,,,,,,,2,2,2,2,1805000,1,1,3,5,1,,225.0,,7,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5045,34.43,77300,331,1417,1684,62
2020,549300MHH03ICJYEPE85,31084,CA,06037,06037460700,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,9,2,1,32,1,1,1,2,1105000.0,,4.334,,3,,,,,,,,4,2,2,2,2,1805000,1,1,3,5,1,,225.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5045,34.43,77300,331,1417,1684,62
2020,549300TINI6CL78UD591,31084,CA,06037,06037240900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,3,0,2,2,31,1,1,1,2,115000.0,,,,3,,,,,,,,,2,2,2,2,365000,1,1,3,5,1,,19.0,,9,9,1,12.0,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,9,,,,5962,99.71,77300,51,638,1197,59
2020,549300TINI6CL78UD591,31084,CA,06037,06037910606,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,115000.0,,3.494,,3,,,,,,,,,2,2,2,2,215000,1,1,3,5,1,,17.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,3366,87.90999999999998,77300,83,600,794,31
2020,549300S5YL3OH0IVCS62,31084,CA,06037,06037482600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,115000.0,,4.217,,3,,,,,,,,12,2,2,2,2,655000,1,1,3,5,1,,26.0,,9,10,14,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,6607,94.7,77300,133,1500,2186,52
2020,549300S5YL3OH0IVCS62,31084,CA,06037,06037482201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,115000.0,,3.083,,3,,,,,,,,12,2,2,2,2,725000,1,1,3,5,1,,14.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,3884,97.55,77300,83,473,920,45
2020,5493001FXF3J5C0QWQ87,31084,CA,06037,06037703002,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,31,1,1,2,2,1225000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,54.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,7769,87.48999999999998,77300,197,2206,2823,56
2020,5493001FXF3J5C0QWQ87,31084,CA,06037,06037900607,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,1,1,1,1,2,125000.0,,3.13,,3,,,,,,,,12,2,2,2,2,225000,1,1,3,5,1,,14.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3653,75.86,77300,40,410,1083,43
2020,549300TINI6CL78UD591,31084,CA,06037,06037402304,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,125000.0,,3.229,,3,,,,,,,,,2,2,2,2,405000,1,1,3,5,1,,20.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,2,6,,,,,10,,,,4041,94.06,77300,54,277,775,55
