activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037552002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,2,2,2,31,1,1,1,2,265000.0,,4.01,,3,,,,,,,,12,2,2,2,2,495000,1,1,3,5,1,,25.0,,9,10,1.0,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3981,91.16,73100,101,416,651,51
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037400403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,2,2,335000.0,,4.25,,3,,,,,,,,,2,2,2,2,585000,1,1,3,5,1,,33.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4090,47.8,73100,153,1040,1232,36
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037461000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,2,31,1,1,1,2,425000.0,,,,3,,,,,,,,12,2,2,2,2,665000,1,1,3,5,1,,43.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,4,5.0,,,6608,93.3,73100,99,1098,1807,69
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037234700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,31,1,1,1,2,325000.0,,,,3,,,,,,,,12,2,2,2,2,525000,1,1,3,5,1,,33.0,,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,5,,,,3686,99.54,73100,68,572,1190,71
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037602104,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,2,0,2,2,31,1,1,1,2,435000.0,,3.449,,3,,,,,,,,12,2,2,2,2,725000,1,1,3,5,1,,107.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,5893,96.08,73100,68,380,983,50
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037121600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,2,2,1,1,1,2,325000.0,,,,3,,,,,,,,12,2,2,2,2,605000,1,1,3,5,1,,17.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,4,5.0,,,2684,60.25,73100,140,664,843,59
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037910401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,2,31,1,1,1,2,195000.0,,,,3,,,,,,,,12,2,2,2,2,,1,1,3,5,1,,46.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,6828,65.36,73100,131,1275,1876,25
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037404000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,31,1,1,1,2,325000.0,,3.449,,3,,,,,,,,12,2,2,2,2,505000,1,1,3,5,1,,11.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4904,78.83,73100,103,789,1071,55
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037603600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,2,1,1,1,2,385000.0,,3.427,,3,,,,,,,,12,2,2,2,2,595000,1,1,3,5,1,,25.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4208,71.86,73100,167,985,1193,61
2019,5493001FXF3J5C0QWQ87,31084,CA,06037,06037554518,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,2,2,2,31,1,1,1,2,465000.0,,3.396,,3,,,,,,,,12,2,2,2,2,715000,1,1,3,5,1,,20.0,,9,9,2.0,,,,,2.0,,,,,2,2,2.0,,,,,2.0,,,,,2,2,2,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,5488,84.59999999999998,73100,159,1354,1634,43
